language_id,questions,option1,option2,option3,option4,answer
1,What are the different types of asexual reproduction?,Vegetative propagation,Fragmentation,Spore formation,All of the above,option4
1,Why do some plants choose vegetative reproduction?,Reproduction is faster,Variety in the offspring can be achieved,Offspring produced is the exact copy of the parent plant,Both a and c,option4
1,Which part of sweet potato is used for vegetative propagation?,Root,Leaves,Seed,Stem,option1
1,Name the process through which fern reproduces.,Budding,Spore Formation,Fission,Sexual Reproduction,option2
1,"Select the vascular tissue/s that is responsible for transport of water, nutrients and food in plants.",Xylem,Phloem,Stomata,Both 'a' and 'b',option4
1,Which of the following is used to absorb water in plants?,Xylem,Phloem,Stomata,Root hair,option4
1,What kind of tissue is xylem?,Organisms,Vascular tissue,Elements,Plants,option2
1,What is the loss of water from the surface of the leaves known as?,Phloem,Xylem,Transportation,Transpiration,option4
1,What is the role of xylem?,Transports water and nutrients from roots to rest of the plant,Transports food from leaves to rest of the plant,Transports blood to and from different parts of the plant,None of the above,option1
1,What is the plant tissue that carries food material from leaves to the rest of the plant known as?,Phloem,Stomata,Chlorophyll,Xylem,option1